!Plate boundaries by Peter Bird (2003)
>   AF   AN
 108.3930   53.4009    AM    EU
 107.7060   53.0813    AM    EU
 107.0290   52.7578    AM    EU
 106.3620   52.4305    AM    EU
 105.7050   52.0994    AM    EU
 105.0580   51.7648    AM    EU
 104.4200   51.4267    AM    EU
 104.9040   50.7860    AM    EU
 105.3750   50.1433    AM    EU
 105.5820   49.2921    AM    EU
 105.7810   48.4406    AM    EU
 105.9160   47.9102    AM    EU
 106.0480   47.3797    AM    EU
 106.1770   46.8490    AM    EU
 106.3040   46.3182    AM    EU
 106.4600   45.8748    AM    EU
 106.6140   45.4311    AM    EU
 106.7650   44.9873    AM    EU
 106.9140   44.5432    AM    EU
 107.0610   44.0990    AM    EU
 107.2050   43.6546    AM    EU
 108.1310   43.1492    AM    EU
 109.0410   42.6365    AM    EU
 109.6930   42.0700    AM    EU
 110.5700   41.6014    AM    EU
 111.4350   41.1262    AM    EU
 112.2870   40.6446    AM    EU
 112.9110   41.0237    AM    EU
 113.5420   41.3993    AM    EU
 114.3920   41.1630    AM    EU
 115.2350   40.9206    AM    EU
 115.8100   40.5955    AM    EU
 116.3790   40.2675    AM    EU
 117.0100   40.0571    AM    EU
 117.6380   39.8433    AM    EU
 118.2450   40.0536    AM    EU
 118.8560   40.2608    AM    EU
 119.8460   40.6543    AM    EU
 120.8480   41.0392    AM    EU
 121.3130   41.3292    AM    EU
 121.7820   41.6173    AM    EU
 122.2550   41.9035    AM    EU
 122.7320   42.1878    AM    EU
 123.5100   41.5302    AM    EU
 124.2720   40.8675    AM    EU
 125.0190   40.1999    AM    EU
 125.1990   39.7415    AM    EU
 125.3760   39.2829    AM    EU
 125.5510   38.8240    AM    EU
 125.7230   38.3648    AM    EU
 125.9140   37.5413    AM    EU
 126.1010   36.7175    AM    EU
 126.1150   36.1691    AM    EU
 126.1280   35.6207    AM    EU
 126.1960   34.9364    AM    EU
 126.2630   34.2521    AM    EU
>   EU   SU
  96.4803   14.4000    EU    SU
  97.3900   14.4188    EU    SU
  98.2999   14.4340    EU    SU
  99.2098   14.4458    EU    SU
  99.7660   14.8381    EU    SU
 100.2970   15.4616    EU    SU
 100.8320   16.0838    EU    SU
 101.1410   16.5753    EU    SU
 101.4510   17.0663    EU    SU
 102.0320   17.3503    EU    SU
 102.6150   17.6327    EU    SU
 103.1800   17.6596    EU    SU
 103.7460   17.6848    EU    SU
 104.3120   17.7085    EU    SU
 104.8780   17.7305    EU    SU
 105.8170   17.7504    EU    SU
 106.7560   17.7659    EU    SU
 107.6950   17.7769    EU    SU
 108.6340   17.7835    EU    SU
 109.5730   17.7855    EU    SU
 110.5120   17.7831    EU    SU
 111.0400   17.8697    EU    SU
 111.5690   17.9548    EU    SU
 112.0980   18.0385    EU    SU
 112.6280   18.1207    EU    SU
 113.3130   18.2804    EU    SU
 114.0000   18.4377    EU    SU
>   YA   SU
 114.0000   18.4377    YA    SU
 114.4190   18.8261    YA    SU
 114.9260   19.3405    YA    SU
 115.4940   19.6873    YA    SU
 116.3190   19.8153    YA    SU
 117.1450   19.9395    YA    SU
 117.5040   20.3301    YA    SU
 117.8640   20.7199    YA    SU
 118.0450   21.4983    YA    SU
 118.4840   22.1067    YA    SU
 118.9580   22.0031    YA    SU
 119.6180   22.2686    YA    SU
 120.0360   21.9509    YA    SU
 120.4520   21.6321    YA    SU
>   BU   EU
  96.4803   14.4000    BU    EU
  96.4537   14.9093    BU    EU
  96.4061   15.1355    BU    EU
>   IN   EU
  96.4061   15.1355    IN    EU
  96.4193   15.3962    IN    EU
  96.4472   16.0034    IN    EU
  96.4697   16.6438    IN    EU
  96.4661   17.4351    IN    EU
  96.4207   17.9816    IN    EU
  96.3414   18.7048    IN    EU
  96.2254   19.4119    IN    EU
  96.0158   20.0399    IN    EU
  95.9427   20.9001    IN    EU
  95.9183   21.6810    IN    EU
  95.9181   22.3522    IN    EU
  95.9093   23.0150    IN    EU
  95.9691   23.7605    IN    EU
  96.1173   24.4801    IN    EU
  96.3104   25.1336    IN    EU
  96.5813   25.6469    IN    EU
  96.9056   26.2874    IN    EU
  97.1304   26.8202    IN    EU
  97.3465   27.2411    IN    EU
  97.4711   27.7024    IN    EU
  97.3484   28.0826    IN    EU
>   BU   IN
  92.2781    6.9476    BU    IN
  92.3761    6.3325    BU    IN
  92.5375    5.7020    BU    IN
  92.6651    5.0051    BU    IN
  92.9030    4.3845    BU    IN
  93.2270    3.7160    BU    IN
  93.7535    3.0477    BU    IN
  94.4052    2.4568    BU    IN
  94.9794    2.1041    BU    IN
>   BU   AU
  94.9794    2.1041    BU    AU
  95.5419    1.8818    BU    AU
  96.0886    1.4873    BU    AU
  96.2019    1.3450    BU    AU
>   SU   AU
  96.2019    1.3450    SU    AU
  96.3795    1.1230    SU    AU
  96.6703    0.7587    SU    AU
  97.0106    0.1159    SU    AU
  97.3722   -0.5472    SU    AU
  97.7695   -1.2471    SU    AU
  98.0354   -1.6342    SU    AU
  98.3013   -2.0213    SU    AU
  98.8744   -2.6650    SU    AU
  99.3699   -3.3115    SU    AU
  99.6748   -3.7285    SU    AU
  99.9800   -4.1454    SU    AU
 100.3590   -4.6559    SU    AU
 100.7910   -5.3049    SU    AU
 101.3460   -5.9830    SU    AU
 101.8580   -6.5584    SU    AU
 102.4520   -7.1972    SU    AU
 103.1830   -7.6215    SU    AU
 103.7630   -7.8628    SU    AU
 104.5760   -8.1666    SU    AU
>   EU   YA
 114.0000   18.4377    EU    YA
 113.7590   18.8630    EU    YA
 113.5170   19.2880    EU    YA
 113.2740   19.7126    EU    YA
 113.0300   20.1369    EU    YA
 112.7840   20.5609    EU    YA
 112.5370   20.9845    EU    YA
 112.2880   21.4078    EU    YA
 112.0380   21.8307    EU    YA
 111.1750   22.1652    EU    YA
 110.3080   22.4951    EU    YA
 109.4360   22.8203    EU    YA
 108.5610   23.1408    EU    YA
 107.6810   23.4564    EU    YA
 107.1320   24.0524    EU    YA
 106.5780   24.6464    EU    YA
 106.0180   25.2383    EU    YA
 105.7200   25.7969    EU    YA
 105.4190   26.3549    EU    YA
 105.1820   27.1169    EU    YA
 104.9420   27.8784    EU    YA
 105.1700   28.3343    EU    YA
 105.3990   28.7898    EU    YA
 106.2620   29.2543    EU    YA
 107.1330   29.7132    EU    YA
 108.0430   30.0049    EU    YA
 108.9590   30.2903    EU    YA
 109.8800   30.5693    EU    YA
 110.8060   30.8418    EU    YA
 111.2090   31.2517    EU    YA
 111.6150   31.6603    EU    YA
 111.6330   32.2519    EU    YA
 111.6510   32.8434    EU    YA
 112.2740   33.4649    EU    YA
 112.9050   34.0833    EU    YA
 113.2500   34.4690    EU    YA
 113.5990   34.8538    EU    YA
 114.2800   34.8426    EU    YA
 114.9600   34.8277    EU    YA
 115.7460   34.2128    EU    YA
 116.5210   33.5930    EU    YA
 117.2840   32.9684    EU    YA
 117.7190   32.5725    EU    YA
 118.1500   32.1751    EU    YA
 118.5770   31.7763    EU    YA
 119.0010   31.3760    EU    YA
 119.7110   31.1994    EU    YA
 120.3680   31.3919    EU    YA
 121.0270   31.5810    EU    YA
 121.6110   31.5571    EU    YA
 122.1950   31.5305    EU    YA
 122.7800   31.5022    EU    YA
 123.3640   31.4713    EU    YA
>   AP   SA
 -71.3068  -21.9654    AP    SA
 -70.6833  -21.7339    AP    SA
 -70.0618  -21.5000    AP    SA
 -69.1138  -21.5000    AP    SA
 -68.1658  -21.5000    AP    SA
 -67.6552  -21.5000    AP    SA
 -67.1445  -21.5000    AP    SA
 -66.6339  -21.5000    AP    SA
 -66.1233  -21.5000    AP    SA
 -65.4275  -21.4652    AP    SA
 -64.7321  -21.4275    AP    SA
 -64.1386  -21.3989    AP    SA
 -63.5454  -21.3683    AP    SA
 -63.3600  -20.7593    AP    SA
 -63.1760  -20.1502    AP    SA
 -63.2865  -19.5109    AP    SA
 -63.3962  -18.8716    AP    SA
 -63.6168  -18.3751    AP    SA
 -63.8362  -17.8783    AP    SA
 -63.8563  -17.4643    AP    SA
 -64.5845  -17.4023    AP    SA
 -65.4189  -17.1100    AP    SA
 -65.7954  -16.7293    AP    SA
 -66.1705  -16.3479    AP    SA
 -66.6957  -15.7138    AP    SA
 -67.2176  -15.0785    AP    SA
 -67.4226  -14.5267    AP    SA
 -68.0077  -14.0278    AP    SA
 -68.5902  -13.5274    AP    SA
 -69.0461  -13.3947    AP    SA
 -69.5014  -13.2611    AP    SA
 -70.1246  -13.0350    AP    SA
 -70.7466  -12.8075    AP    SA
 -71.3917  -12.5783    AP    SA
 -72.0356  -12.3476    AP    SA
 -72.6548  -12.4178    AP    SA
 -73.2744  -12.4865    AP    SA
 -73.8500  -13.1819    AP    SA
 -74.4289  -13.8760    AP    SA
 -74.9219  -14.4969    AP    SA
 -75.4176  -15.1167    AP    SA
 -75.9163  -15.7355    AP    SA
>   PA   NA
-108.5820   21.9047    PA    NA
-108.6760   21.9596    PA    NA
-108.5890   22.1024    PA    NA
-108.5160   22.2011    PA    NA
-108.5270   22.2769    PA    NA
-108.4070   22.4401    PA    NA
-108.2730   22.6134    PA    NA
-108.2320   22.7117    PA    NA
>   RI   PA
-108.5820   21.9047    RI    PA
-108.6690   21.7739    RI    PA
-108.7840   21.6428    RI    PA
-108.8680   21.5360    RI    PA
-108.9360   21.4513    RI    PA
-108.9770   21.3470    RI    PA
-108.8090   21.2529    RI    PA
-108.9150   21.0679    RI    PA
-109.0130   20.9490    RI    PA
-109.1110   20.8240    RI    PA
-109.1940   20.7392    RI    PA
-109.2610   20.6426    RI    PA
-109.2850   20.5584    RI    PA
-109.1870   20.4995    RI    PA
-109.2150   20.3973    RI    PA
-109.3190   20.2423    RI    PA
-109.3780   20.1757    RI    PA
-109.3730   20.1418    RI    PA
-109.4500   20.0271    RI    PA
-109.1600   19.8065    RI    PA
-108.9030   19.6255    RI    PA
-108.8960   19.5496    RI    PA
-108.5340   19.3837    RI    PA
-108.1980   19.2235    RI    PA
-108.2330   19.1073    RI    PA
-107.8160   18.9360    RI    PA
-107.5230   18.8632    RI    PA
-107.2720   18.7561    RI    PA
-107.0020   18.6471    RI    PA
-106.7560   18.5899    RI    PA
-106.5270   18.5444    RI    PA
-106.2440   18.5199    RI    PA
-106.2810   18.2814    RI    PA
-106.3110   18.1198    RI    PA
-106.3180   18.0163    RI    PA
-106.3080   17.9290    RI    PA
-105.5860   17.8808    RI    PA
>   NA   RI
-108.5820   21.9047    NA    RI
-108.3970   21.8348    NA    RI
-108.1140   21.7200    NA    RI
-107.9280   21.6861    NA    RI
-107.7740   21.7397    NA    RI
-107.5860   21.7417    NA    RI
-107.3930   21.7478    NA    RI
-107.1710   21.7522    NA    RI
-107.0460   21.7536    NA    RI
-106.8900   21.7992    NA    RI
>   NA   RI
-106.8900   21.7992    NA    RI
-106.8620   21.7156    NA    RI
-106.8080   21.6403    NA    RI
-106.7570   21.4830    NA    RI
-106.6240   21.3106    NA    RI
-106.5510   21.2355    NA    RI
-106.5250   21.1838    NA    RI
-106.4420   21.1208    NA    RI
-106.3810   20.8397    NA    RI
-106.3870   20.6379    NA    RI
-106.3850   20.4281    NA    RI
-106.3520   20.2027    NA    RI
-106.2710   19.9158    NA    RI
-106.1210   19.6437    NA    RI
-105.9490   19.4019    NA    RI
-105.7390   19.1644    NA    RI
-105.5460   18.9807    NA    RI
-105.2470   18.7619    NA    RI
>   RI   CO
-105.5860   17.8808    RI    CO
-105.5100   18.1403    RI    CO
-105.4420   18.3552    RI    CO
-105.3520   18.5511    RI    CO
-105.2470   18.7619    RI    CO
>   PS   YA
 121.5750   24.6914    PS    YA
 121.3350   24.9630    PS    YA
>   PS   YA
 121.3350   24.9630    PS    YA
 120.9810   24.6536    PS    YA
 120.5460   23.9788    PS    YA
 120.3600   23.1983    PS    YA
 120.3940   22.5813    PS    YA
 120.4250   22.0434    PS    YA
 120.4520   21.6321    PS    YA
>   PS   SU
 120.4520   21.6321    PS    SU
 120.3440   21.2021    PS    SU
 120.2900   20.6307    PS    SU
 120.5020   20.2550    PS    SU
 120.4410   19.9370    PS    SU
 120.1150   19.4868    PS    SU
 119.7950   18.8781    PS    SU
 119.2790   18.2014    PS    SU
 119.1610   17.6290    PS    SU
 119.2480   16.8402    PS    SU
 119.2550   16.5557    PS    SU
>   PS   SU
 119.2550   16.5557    PS    SU
 119.7280   16.4070    PS    SU
 120.2010   16.2573    PS    SU
 120.6730   16.1065    PS    SU
 121.1450   15.9547    PS    SU
 121.6160   15.8018    PS    SU
 122.0860   15.6479    PS    SU
 122.5550   15.4930    PS    SU
 123.0240   15.3372    PS    SU
 123.4920   15.1804    PS    SU
 123.9590   15.0226    PS    SU
 124.4250   14.8639    PS    SU
 124.8910   14.7042    PS    SU
>   PS   SU
 124.8910   14.7042    PS    SU
 125.1500   14.1321    PS    SU
 125.4940   13.3056    PS    SU
 125.6860   12.8181    PS    SU
 126.1370   12.2653    PS    SU
 126.2400   11.6304    PS    SU
 126.2140   11.0599    PS    SU
 126.5730   10.2964    PS    SU
 126.8240    9.4492    PS    SU
 127.0530    8.7503    PS    SU
 127.2190    8.1365    PS    SU
 127.2340    7.2916    PS    SU
 127.2500    6.4468    PS    SU
 127.4590    5.8965    PS    SU
 127.4980    5.4740    PS    SU
 127.8360    5.2240    PS    SU
 128.1510    4.7632    PS    SU
 128.3870    4.3347    PS    SU
 128.6840    3.7005    PS    SU
 128.9980    3.1140    PS    SU
 129.2170    2.6706    PS    SU
 129.2460    1.9281    PS    SU
 129.1970    1.0593    PS    SU
>   SU   BH
 126.8720    2.3457    SU    BH
 127.4460    2.3194    SU    BH
 128.0810    2.2903    SU    BH
 128.1870    1.9737    SU    BH
 128.7520    1.6230    SU    BH
 129.1970    1.0593    SU    BH
>   BH   SU
 126.8720    2.3457    BH    SU
 126.4260    1.7065    BH    SU
>   MS   SU
 126.4260    1.7065    MS    SU
 126.1440    1.0013    MS    SU
 125.9690    0.1900    MS    SU
>   MS   SU
 123.4300    2.0060    MS    SU
 123.2190    2.0239    MS    SU
 122.4800    2.3771    MS    SU
 121.6690    2.3085    MS    SU
 120.8240    2.3109    MS    SU
 120.1890    2.2075    MS    SU
 119.6960    2.0334    MS    SU
 119.3060    1.5771    MS    SU
 119.2490    0.7137    MS    SU
 119.4750   -0.0810    MS    SU
>   MS   BS
 119.4750   -0.0810    MS    BS
 119.8960   -0.8593    MS    BS
 120.3880   -1.4614    MS    BS
 120.8110   -1.7101    MS    BS
 121.2340   -1.9586    MS    BS
 121.7280   -2.1542    MS    BS
 122.2230   -2.3496    MS    BS
 122.8230   -2.5980    MS    BS
 123.4240   -2.8461    MS    BS
 123.6720   -3.0936    MS    BS
 123.7060   -3.9412    MS    BS
 123.4580   -4.5764    MS    BS
 124.0600   -4.7007    MS    BS
 124.6620   -4.8244    MS    BS
 125.2820   -4.7892    MS    BS
 125.9010   -4.7535    MS    BS
 126.4320   -4.4707    MS    BS
 126.9630   -4.1875    MS    BS
 127.3250   -3.7191    MS    BS
>   MS   BS
 127.3250   -3.7191    MS    BS
 127.5100   -3.1625    MS    BS
 127.6670   -2.4470    MS    BS
 127.6660   -1.7582    MS    BS
>   MS   BH
 125.9690   -0.2776    MS    BH
 125.9690    0.1900    MS    BH
 126.1440    1.0013    MS    BH
 126.4260    1.7065    MS    BH
>   BS   SU
 119.4750   -0.0810    BS    SU
 119.2960   -0.6803    BS    SU
 119.0450   -1.4914    BS    SU
 118.8840   -1.9498    BS    SU
 118.7230   -2.4082    BS    SU
 118.5780   -3.2552    BS    SU
 118.8230   -3.6096    BS    SU
>   BS   SU
 118.8230   -3.6096    BS    SU
 119.5650   -3.9659    BS    SU
 119.9530   -4.3029    BS    SU
 120.3410   -4.6397    BS    SU
 120.5160   -5.2755    BS    SU
 120.6200   -6.1223    BS    SU
 120.5460   -6.9676    BS    SU
 120.5430   -7.8122    BS    SU
>   BS   AU
 132.6890   -6.6810    BS    AU
 133.1880   -6.5146    BS    AU
 133.6860   -6.3477    BS    AU
 133.9820   -5.6406    BS    AU
 133.4490   -5.3443    BS    AU
 133.9060   -4.8120    BS    AU
>   MS   BH
 127.6660   -1.7582    MS    BH
 127.2410   -1.3881    MS    BH
 126.8170   -1.0180    MS    BH
 126.3930   -0.6478    MS    BH
 125.9690   -0.2776    MS    BH
>   BH   BS
 127.6660   -1.7582    BH    BS
 128.3830   -2.2864    BH    BS
>   BH   BS
 128.3830   -2.2864    BH    BS
 129.2580   -2.4163    BH    BS
 130.1070   -2.5192    BH    BS
 130.5850   -2.6939    BH    BS
 131.0630   -2.8684    BH    BS
 131.4890   -3.1489    BH    BS
 131.9150   -3.4293    BH    BS
 132.3160   -3.9348    BH    BS
 132.7170   -4.4400    BH    BS
>   BH   BS
 132.7170   -4.4400    BH    BS
 133.3110   -4.6263    BH    BS
 133.9060   -4.8120    BH    BS
>   SU   TI
 120.8860  -11.4925    SU    TI
 120.9950  -10.8294    SU    TI
 121.0330  -10.1650    SU    TI
 120.8210   -9.5860    SU    TI
 120.6100   -9.0070    SU    TI
 120.5760   -8.4096    SU    TI
 120.5430   -7.8122    SU    TI
>   BS   TI
 120.5430   -7.8122    BS    TI
 121.2530   -7.9902    BS    TI
 121.8910   -8.0622    BS    TI
 122.6730   -7.8529    BS    TI
 123.3830   -7.7836    BS    TI
 124.2350   -7.7843    BS    TI
 124.7500   -7.6440    BS    TI
 125.2640   -7.5031    BS    TI
 125.7610   -7.4325    BS    TI
 126.2580   -7.3091    BS    TI
 126.7550   -7.1852    BS    TI
 127.3930   -7.1842    BS    TI
 127.8540   -6.9898    BS    TI
 128.3150   -6.7949    BS    TI
 128.7760   -6.5648    BS    TI
 129.2360   -6.3342    BS    TI
 129.8390   -6.5262    BS    TI
 130.4430   -6.7174    BS    TI
 131.0100   -6.6799    BS    TI
 131.5770   -6.6417    BS    TI
 132.1330   -6.6617    BS    TI
 132.6890   -6.6810    BS    TI
>   BH   CL
 138.7930   -1.1594    BH    CL
 138.6740   -0.8198    BH    CL
 138.0540   -0.7182    BH    CL
 137.4350   -0.6164    BH    CL
 136.9430   -0.4223    BH    CL
 136.4510   -0.2281    BH    CL
 135.6560   -0.0230    BH    CL
 134.9380    0.4212    BH    CL
 134.4710    0.2590    BH    CL
 133.8990    0.0567    BH    CL
 133.3270   -0.1457    BH    CL
 132.8240   -0.0429    BH    CL
 132.5150    0.0171    BH    CL
>   BH   PS
 132.5150    0.0171    BH    PS
 132.3730    0.0339    BH    PS
 131.7380    0.1497    BH    PS
 131.1020    0.2656    BH    PS
 130.5460    0.4749    BH    PS
 129.9890    0.6842    BH    PS
 129.1970    1.0593    BH    PS
>   AU   MO
 140.7980   -5.1096    AU    MO
 140.2640   -4.9306    AU    MO
 139.7310   -4.7513    AU    MO
 138.9590   -4.5478    AU    MO
 138.4840   -4.4425    AU    MO
 138.0100   -4.3368    AU    MO
 137.1770   -4.2212    AU    MO
 136.6720   -4.1993    AU    MO
 136.1670   -4.1771    AU    MO
 135.4590   -4.2182    AU    MO
 134.9660   -4.2980    AU    MO
>   AU   BH
 134.9660   -4.2980    AU    BH
 134.4880   -4.4373    AU    BH
 133.9060   -4.8120    AU    BH
>   MO   BH
 138.9720   -1.6075    MO    BH
 138.4880   -1.7538    MO    BH
 138.0030   -1.8999    MO    BH
 137.6340   -2.0801    MO    BH
 137.2820   -2.2954    MO    BH
 136.9310   -2.4928    MO    BH
 136.5620   -2.7964    MO    BH
 136.1670   -3.1000    MO    BH
 135.7710   -3.4035    MO    BH
 135.2620   -3.8490    MO    BH
 134.9660   -4.2980    MO    BH
>   SU   BU
  96.4803   14.4000    SU    BU
  96.5031   14.1292    SU    BU
  95.8571   13.7825    SU    BU
  95.5046   12.9180    SU    BU
  95.1546   12.0530    SU    BU
  94.8068   11.1876    SU    BU
  94.4146   10.6790    SU    BU
  94.0238   10.1700    SU    BU
  94.2164    9.7168    SU    BU
  94.4146    9.2702    SU    BU
  93.9860    9.0195    SU    BU
  94.1712    8.6860    SU    BU
  94.4288    8.3119    SU    BU
  94.7747    7.8472    SU    BU
  94.4599    7.6027    SU    BU
  94.8826    7.1393    SU    BU
  94.4975    6.8369    SU    BU
  94.9496    6.2591    SU    BU
  95.4350    5.7153    SU    BU
  96.0135    5.1136    SU    BU
  96.5669    4.6445    SU    BU
  96.6014    3.7722    SU    BU
  96.6968    2.9791    SU    BU
  96.7828    2.1854    SU    BU
  96.7427    1.7628    SU    BU
  96.2019    1.3450    SU    BU
>   IN   BU
  92.2781    6.9476    IN    BU
  91.9032    7.6627    IN    BU
  91.7809    8.1598    IN    BU
  91.6511    8.6562    IN    BU
  91.5959    9.1302    IN    BU
  91.5334    9.6037    IN    BU
  91.5586   10.0560    IN    BU
  91.5764   10.5142    IN    BU
  91.5907   11.3003    IN    BU
  91.6426   11.7915    IN    BU
  91.7000   12.2832    IN    BU
  91.8889   13.1537    IN    BU
  92.0682   13.7149    IN    BU
>   IN   BU
  92.0682   13.7149    IN    BU
  92.5168   14.3843    IN    BU
  92.9413   14.8688    IN    BU
  93.3678   15.3526    IN    BU
  93.7878   15.5618    IN    BU
  94.2086   15.7702    IN    BU
  95.0951   15.8126    IN    BU
  95.9115   15.5345    IN    BU
  96.4061   15.1355    IN    BU
>   MS   SU
 125.9690    0.1900    MS    SU
 125.6160   -0.1278    MS    SU
 125.2630   -0.4456    MS    SU
>   MS   SU
 125.2630   -0.4456    MS    SU
 124.8570   -0.2691    MS    SU
 124.4160    0.0133    MS    SU
 124.0100    0.4370    MS    SU
 123.7460    0.8428    MS    SU
 123.5350    1.3542    MS    SU
 123.4480    1.8123    MS    SU
 123.4300    2.0060    MS    SU
>   EU   NA
 -15.7156   69.5499    EU    NA
 -16.0335   69.2647    EU    NA
 -16.2627   69.0379    EU    NA
 -16.4874   68.8084    EU    NA
 -17.1537   68.8649    EU    NA
 -17.3917   68.6995    EU    NA
 -17.8291   68.3998    EU    NA
